ob_code,obj_id,ra,dec,exptime,priority,resolution,reference_arm,g_ps1,g_ps1_error,r_ps1,r_ps1_error,i_ps1,i_ps1_error,z_ps1,z_ps1_error,y_ps1,y_ps1_error,g_sdss,r_sdss,i_sdss,z_sdss
perseus_031635.2+405432_M_1h,157090491464841279,49.14655215,40.90885095,900.0,7,M,m,190844.765625,3470244184064.0,437361.0625,3567467364352.0,529517.0,3322002800640.0,583983.3125,3579975041024.0,438975.15625,3460987355136.0,1038485.4375,1561707.75,1826415.625,2143878.5
perseus_031635.7+413621_L_1h,157920491487887628,49.14874479,41.60579403,900.0,9,L,b,102972.1328125,3483373404160.0,160827.359375,3497196257280.0,366066.1875,3547480457216.0,307892.84375,3487225348096.0,311601.78125,3265878294528.0,156602.96875,350913.0,502574.0625,651628.6875
perseus_031637.1+414721_M_1h,158140491546237754,49.15465714,41.78926438,900.0,2,M,m,622127.75,3608112005120.0,1460157.375,3583274123264.0,2344877.25,3618095497216.0,3029703.25,3604458242048.0,2987582.75,3479205052416.0,986278.5,2368100.75,3660999.25,5105047.5
perseus_031638.4+411631_L_1h,157530491598981105,49.15990945,41.27538224,900.0,0,L,b,335089.15625,2922806247424.0,1228116.875,3587236429824.0,2089487.625,3540299546624.0,2972760.0,3603462619136.0,3025797.0,3590542065664.0,691193.5625,2246982.75,3684678.75,5410030.0
perseus_031638.7+411808_M_1h,157560491611503184,49.16115379,41.30215627,900.0,1,M,m,84279.171875,3536714727424.0,221819.53125,3525656707072.0,386651.71875,3608444403712.0,506104.15625,3558606897152.0,520954.5,3311921528832.0,56027.37890625,251651.671875,426186.4375,595936.5
perseus_031639.5+413003_M_1h,157800491644951745,49.16449436,41.50091132,900.0,5,M,m,315151.90625,3534435123200.0,481104.71875,3568124559360.0,791990.25,3555330883584.0,828933.25,3574703587328.0,464429.46875,3513338822656.0,290001.34375,557699.125,810587.125,1029911.25
perseus_031640.1+411237_M_1h,157450491670403061,49.16706963,41.2103074,900.0,7,M,n,109123.828125,2946049507328.0,257655.796875,3554021212160.0,274232.84375,3576020598784.0,293008.3125,3572399341568.0,296182.96875,3471203106816.0,298950.875,435311.59375,518083.65625,610379.25
perseus_031641.7+411754_M_1h,157550491735408695,49.17355951,41.29837888,900.0,9,M,n,33738.0234375,3540299546624.0,66976.1484375,3228196929536.0,122732.546875,3487867863040.0,151537.5,3533458636800.0,180368.15625,3479845732352.0,nan,nan,nan,nan
perseus_031643.0+411930_M_1h,157590491790700497,49.17908466,41.32489387,900.0,2,M,n,nan,nan,nan,nan,nan,nan,nan,nan,57565140.0,3598487650304.0,16443722.0,42775976.0,70469328.0,94972896.0
perseus_031643.3+414113_L_1h,158020491802674838,49.18028971,41.68683157,900.0,3,L,n,269550.28125,3567467364352.0,554625.125,3524358045696.0,899579.625,3578985971712.0,1030385.25,3575032578048.0,783285.375,3415073357824.0,298950.875,674217.875,989920.5,1283512.0
perseus_031645.3+410306_M_1h,157260491888262469,49.18880362,41.05158641,900.0,3,M,b,185848.84375,3523059646464.0,408582.75,3581294411776.0,730533.125,3546173669376.0,799171.4375,3583934201856.0,703784.75,3435263164416.0,249344.40625,563377.8125,834064.9375,1096478.25
perseus_031645.6+404151_M_1h,156830491900297708,49.19006943,40.69752419,900.0,2,M,b,3799093.75,3601140023296.0,8353719.0,3602135121920.0,nan,nan,17772958.0,3603130744832.0,22153380.0,3613100343296.0,3901215.5,9673866.0,15790636.0,22449138.0
perseus_031648.6+405258_L_1h,157050492024439877,49.20244438,40.88267005,900.0,6,L,b,876515.5,3601803247616.0,1550387.375,3578326941696.0,1890252.5,3488189251584.0,2122462.25,3538995642368.0,1327393.625,3522735374336.0,934974.9375,1638324.375,2171701.75,2657051.25
perseus_031651.2+411521_L_1h,157500492134607534,49.21344925,41.25574849,900.0,5,L,r,1230154.625,3518844108800.0,2452222.25,3593188671488.0,3499772.25,3533133316096.0,4459844.5,3555658301440.0,4463959.5,3594843586560.0,1257767.625,2749159.75,3973743.75,5209545.0
perseus_031651.5+412734_L_1h,157750492144081936,49.21441167,41.45936844,900.0,3,L,r,461742.3125,3558279217152.0,883160.6875,3446355001344.0,1581975.5,3481128140800.0,1880180.5,3536714727424.0,1620913.375,3492689739776.0,1346480.375,2766941.5,1718699.75,5086277.0
perseus_031651.9+405354_L_1h,157070492163068587,49.21641028,40.89830392,900.0,5,L,n,33579.92578125,3373183795200.0,53802.1640625,3508811333632.0,75759.90625,3480486936576.0,64476.3046875,3455254265856.0,84348.9765625,3565496565760.0,79579.2421875,119453.6796875,150938.546875,167803.1875
perseus_031653.1+411624_L_1h,157520492212048758,49.22101166,41.2734699,900.0,8,L,n,47171.57421875,3517547806720.0,77646.1796875,3441597087744.0,133511.859375,3514633289728.0,129157.546875,3461624889344.0,188330.25,3297615544320.0,63211.984375,118249.625,174904.234375,194267.328125
perseus_031653.3+412948_M_1h,157790492219406520,49.22194261,41.49658523,900.0,5,M,n,107468.1171875,3574044819456.0,156934.984375,3513015074816.0,246649.3125,3535411871744.0,226131.03125,3596499550208.0,148169.8125,3447625089024.0,139830.015625,230143.953125,303668.6875,342294.625
perseus_031655.1+421703_L_1h,158740492296961619,49.2296873,42.28408357,900.0,5,L,n,336604.71875,3591203454976.0,793742.6875,3555330883584.0,1316071.375,3523708715008.0,1897928.625,3555658301440.0,2334317.25,3583274123264.0,418407.78125,1157710.875,2095077.0,3200368.5
perseus_031659.3+410001_M_1h,157200492470881035,49.24712655,41.00031877,900.0,5,M,m,964006.3125,3618095497216.0,988644.1875,3560901967872.0,2218195.25,3529230516224.0,4189092.75,3508811333632.0,3964605.0,3561229910016.0,1231401.875,2916083.5,4491589.5,6257482.5
perseus_031659.5+404012_L_1h,156800492479584654,49.24798846,40.66998234,900.0,3,L,r,790678.3125,3583934201856.0,1587815.375,3542909190144.0,2573236.0,3570425921536.0,3309479.75,3586245525504.0,3431781.75,3605786525696.0,979940.1875,2149809.0,3435578.25,4608929.5
perseus_031659.8+412124_M_1h,157620492489968539,49.24900939,41.35657722,900.0,3,M,m,3919582.75,3598819000320.0,8685602.0,3613100343296.0,13169213.0,3604458242048.0,17909356.0,3603462619136.0,22650626.0,3554021212160.0,3981071.25,9972404.0,15747074.0,22972060.0
perseus_031700.3+404341_L_1h,156870492509934433,49.25103198,40.72813622,900.0,4,L,r,2884564.25,3604126367744.0,4575093.5,3384075354112.0,9875517.0,3582284005376.0,13220252.0,3609773998080.0,14353576.0,3491724787712.0,3277931.0,7762470.0,11956377.0,16534843.0
perseus_031702.0+413759_L_1h,157960492583410180,49.25837656,41.63293963,900.0,2,L,b,746036.1875,3542582820864.0,954465.5,3355521318912.0,1961189.875,3404395446272.0,2164512.75,3590542065664.0,2854432.25,3487225348096.0,139315.578125,363078.0625,559757.3125,717794.3125
perseus_031703.6+413801_L_1h,157960492651830966,49.26519952,41.63358587,900.0,2,L,r,5032223.0,3626102161408.0,nan,nan,nan,nan,nan,nan,28010448.0,3476962672640.0,1214507.625,3253866.5,5780962.5,8472275.0
perseus_031704.2+404133_M_1h,156830492674911803,49.26752417,40.69258077,900.0,9,M,b,94180.28125,3504612573184.0,437884.8125,3590211239936.0,479026.9375,3210406264832.0,926914.4375,3443499204608.0,792428.6875,3435895980032.0,100184.3125,436918.03125,750930.8125,1070532.125
perseus_031706.2+413229_L_1h,157850492757510380,49.27577784,41.54145496,900.0,5,L,n,74363.515625,3537040310272.0,170576.75,3472801923072.0,308261.875,3558606897152.0,375111.3125,3525656707072.0,375698.6875,3400947990528.0,77839.4296875,190721.8125,316810.625,436516.25
perseus_031707.5+405252_M_1h,157050492811788117,49.28120828,40.88120864,900.0,3,M,m,1897228.5,3608112005120.0,4005712.5,3565168099328.0,5834987.5,3522735374336.0,7692719.0,3597162250240.0,8712039.0,3548133982208.0,1997100.125,4608929.5,6873845.5,9567528.0
perseus_031708.2+414217_M_1h,158040492842106163,49.28426058,41.70457065,900.0,0,M,b,273375.78125,3587566993408.0,644881.3125,3577008881664.0,1062478.25,3573057323008.0,1379747.625,3584263979008.0,1489223.5,3606450798592.0,312176.4375,855067.125,1310990.5,1867238.375
perseus_031711.4+422134_L_1h,158830492976742035,49.29770623,42.35946038,900.0,3,L,n,102150.4375,3559918141440.0,222597.328125,3546173669376.0,388651.28125,3567796092928.0,474634.96875,3561229910016.0,493537.15625,3466729881600.0,176522.28125,452480.78125,739264.3125,1050993.125
perseus_031713.2+413903_M_1h,157980493050701789,49.30507648,41.65094862,900.0,3,M,b,2412346.5,3475361759232.0,6134227.0,3618095497216.0,7749611.5,3400321728512.0,12884864.0,3587236429824.0,13802567.0,3555658301440.0,2318460.0,5970354.0,9401560.0,13576886.0
perseus_031713.2+412000_M_1h,157600493047560702,49.30482995,41.33332062,900.0,3,M,m,258487.71875,3524358045696.0,541452.25,3485940842496.0,847850.9375,3556640817152.0,1142982.875,3599482224640.0,808946.8125,3380959772672.0,319742.15625,696306.125,1069547.75,1308578.875
perseus_031714.0+412812_M_1h,157760493082964430,49.30822842,41.46985479,900.0,7,M,n,117847.296875,3578656456704.0,148156.328125,3392813662208.0,207052.125,3562213998592.0,170922.640625,3498162782208.0,180086.171875,3387817459712.0,148320.046875,204361.734375,279254.5,293494.15625
perseus_031717.3+412307_M_1h,157660493220073129,49.32196425,41.38542154,900.0,2,M,m,3163733.25,3308263047168.0,5909623.5,3611104116736.0,nan,nan,14450395.0,3445402894336.0,21012622.0,3564839632896.0,4377238.0,11199526.0,16458860.0,24569708.0
perseus_031717.7+412517_M_1h,157700493237126388,49.32370991,41.42145268,900.0,2,M,b,689096.0625,3602798870528.0,1440521.75,3594181672960.0,2251126.5,3552057753600.0,2978791.5,3597162250240.0,2729732.75,3495908081664.0,1014845.0,2387810.5,3694875.75,5105047.5
perseus_031720.2+411948_M_1h,157590493341826696,49.33420068,41.33002098,900.0,5,M,b,237224.90625,3546827194368.0,465157.21875,3556313399296.0,820880.625,3562542202880.0,956489.125,3521762033664.0,1003599.125,3496874082304.0,322997.875,750239.375,1138674.0,1615845.5
perseus_031720.4+411530_L_1h,157510493346180494,49.33480681,41.25831847,900.0,5,L,n,152054.828125,3542256451584.0,455114.0,3575362093056.0,nan,nan,633111.6875,3554675785728.0,265974.53125,3461306122240.0,329913.25,678578.75,962055.5625,1200051.375
perseus_031723.4+412812_L_1h,157760493475814637,49.34765283,41.46999005,900.0,9,L,b,161793.140625,3586245525504.0,348337.21875,3582284005376.0,504568.375,3538017845248.0,606959.625,3586245525504.0,531373.6875,3481128140800.0,174904.234375,383001.125,574910.5,691831.3125
perseus_031727.2+412419_M_1h,157680493634546874,49.36345997,41.40515062,900.0,2,M,n,nan,nan,nan,nan,nan,nan,nan,nan,44610788.0,3619428499456.0,9602847.0,22972060.0,35612300.0,50582416.0
perseus_031727.3+415500_L_1h,158300493634820573,49.36349087,41.91659398,900.0,2,L,r,1194868.625,3559262519296.0,2602316.25,3568124559360.0,3735598.0,3428940775424.0,4823031.5,3462262685696.0,5032687.0,3542909190144.0,1755497.125,4141903.25,6286371.0,8822662.0
perseus_031727.7+422210_L_1h,158840493655104192,49.36552253,42.36958527,900.0,0,L,n,275397.25,3558934577152.0,667236.625,3585915224064.0,1229362.0,3604126367744.0,1416447.125,3462900482048.0,1572534.0,3552712065024.0,342610.0625,1004615.5625,1558833.125,2337761.75
perseus_031727.9+413647_M_1h,157930493663156227,49.36629836,41.61299952,900.0,2,M,m,2657783.5,3382517170176.0,6536724.0,3469604814848.0,nan,nan,18096720.0,3579975041024.0,18855576.0,3586575826944.0,3200368.5,8838931.0,14832005.0,20854494.0
perseus_031727.9+412917_M_1h,157780493661496325,49.36614496,41.48806868,900.0,1,M,n,2455388.0,3625767927808.0,5215308.0,3585584922624.0,8109610.5,3465133686784.0,11081539.0,3587566993408.0,11987253.0,3615763464192.0,3241902.5,7994662.5,12554510.0,17619756.0
perseus_031729.2+412232_M_1h,157650493715291367,49.37152956,41.37559908,900.0,5,M,n,2713438.0,3605454389248.0,5787885.5,3556968235008.0,7646102.0,3455254265856.0,10970840.0,3521113227264.0,11371036.0,3497196257280.0,3561230.25,8203517.5,11619834.0,16398342.0
perseus_031730.6+410921_L_1h,157380493777387564,49.37775101,41.15577962,900.0,4,L,r,135893.984375,3525981241344.0,303668.6875,3541603975168.0,501187.09375,3603462619136.0,656024.25,3502353678336.0,647082.875,3559918141440.0,140087.5625,363412.28125,595388.375,829467.6875
perseus_031732.0+412442_M_1h,157690493832954677,49.38330437,41.4116898,900.0,5,M,b,1195418.5,3573057323008.0,2835042.25,3563855020032.0,3700669.5,3425784299520.0,5601704.0,3586575826944.0,4662724.0,3515928281088.0,1874129.375,4861833.5,7066426.5,9656060.0
